"","Raw_NS.1","Raw_NS.2","Raw_NS.3","Raw_NS.4","Raw_NS.5","Raw_NS.6","Raw_NS.7","Raw_NS.8","Raw_NS.9","Raw_NS.10","Raw_NS.11","Raw_NS.12","Raw_NS.13","Raw_NS.14","Raw_NS.15","Raw_NS.16","Raw_NS.17","Raw_NS.18","Raw_NS.19","Raw_NS.20","Raw_OA.1","Raw_OA.2","Raw_OA.3","Raw_OA.4","Raw_OA.5","Raw_OA.6","Raw_OA.7","Raw_OA.8","Raw_OA.9","Raw_OA.10","Raw_HS.1","Raw_HS.2","Raw_HS.3","Raw_HS.4","Raw_HS.5","Raw_HS.6","Raw_HS.7","Raw_HS.8","Raw_HS.9","Raw_HS.10","Raw_MA.1","Raw_MA.2","Raw_MA.3","Raw_MA.4","Raw_MA.5","Raw_SCO.1","Raw_SCO.2","Raw_SCO.3","Raw_SCO.4","Raw_SCO.5","Raw_SCO.6","Raw_SCO.7","Raw_SCO.8","Raw_SCO.9","Raw_SCO.10",">>NormaExpression","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","NS.7","NS.8","NS.9","NS.10","NS.11","NS.12","NS.13","NS.14","NS.15","NS.16","NS.17","NS.18","NS.19","NS.20","OA.1","OA.2","OA.3","OA.4","OA.5","OA.6","OA.7","OA.8","OA.9","OA.10","HS.1","HS.2","HS.3","HS.4","HS.5","HS.6","HS.7","HS.8","HS.9","HS.10","MA.1","MA.2","MA.3","MA.4","MA.5","SCO.1","SCO.2","SCO.3","SCO.4","SCO.5","SCO.6","SCO.7","SCO.8","SCO.9","SCO.10",">>DiffResult","NS_mean","OA_mean","HS_mean","MA_mean","SCO_mean","Log2FC(Max/Min)","ANOVA_pvalue","MA-HS","NS-HS","OA-HS","SCO-HS","NS-MA","OA-MA","SCO-MA","OA-NS","SCO-NS","SCO-OA","ANOVA_p.adjust","Diff"
"CLU-N354-H5N3F2",32324005.82,51846095.17,12129857.73,28248212.01,32929960.61,2315902.157,,18998211.79,19534437.33,26466716.04,20101729.3,,19157184.47,,11724622.4,71575266.68,22084895.72,12103713.06,11526808.37,,36577703.88,19026602.38,78519569.05,32078883.1,39974676.3,10130509.05,45520009.38,35712274.96,31309284.03,24931253.56,31097646.34,47256389.69,7296866.971,25405512.22,29736396.97,14934759.52,35060913.55,,36519847.89,20426745.05,35557586.18,36864461.95,30371835.46,24358871.21,13156678.62,,26421665.1,16863244.37,1833290.074,33102753.6,17882435.67,21028869.62,12591641.57,16965705.75,56245341.18,">>NormaExpression",24.946102707012,25.6277320274407,23.5320594124675,24.7516562693268,24.9728974942409,21.1431434954333,0,24.1793603711742,24.2195164387926,24.6576759167008,24.260816354063,0,24.191382283389,0,23.4830382477046,26.0929578248939,24.3965567498433,23.5289464748322,23.4584898933251,0,25.1244612181904,24.1815146995911,26.2265489372648,24.9351206211104,25.252583051649,23.2722034768581,25.4399975508361,25.0899167446931,24.9000872280873,24.5714521463972,24.8903021031107,25.4940061087479,22.7988459193008,24.5986382727073,24.8257265656185,23.832170768323,25.0633602929257,0,25.1221774600348,24.2839560674301,25.0836540951973,25.1357274038202,24.8562308091882,24.5379440037487,23.6492921031192,0,24.6552181072694,24.0073788771604,20.8060044319494,24.9804479381143,24.092039996494,24.3258680347435,23.585963157993,24.016118194672,25.7452302922381,">>DiffResult",19.372116598032,24.8993885674678,22.0909183558199,24.6525696830147,21.6214269030634,5.52727196943577,0.38064298541671,0.973597128424376,0.892232171941211,0.925446754908992,0.999920386550351,0.651136119000085,0.999997276668604,0.951773191036759,0.35877096453535,0.942938695045195,0.876242268444703,0.47186813356536,"NO"
"CLU-N354-H5N3F2+162.05",,,,25590552.98,21173943.98,,,,28412770.55,,64981420.9,,26175076.61,,,13183263.79,,17095384.84,2179134.61,,,,,,25846045.15,,,,,,14734481.66,26414904.29,,39854805.44,9444029.183,7099483.802,19743883.28,,,,,,,,,,,,,,,,,,,">>NormaExpression",0,0,0,24.6091080431461,24.3357867513586,0,0,0,24.7600362316213,0,25.953523976756,0,24.6416904790141,0,0,23.6522043572491,0,24.0271036487362,21.055324549067,0,0,0,0,0,24.6234402625053,0,0,0,0,0,23.8126930713341,24.6548489013631,0,25.2482503861439,23.170971221733,22.7592829037206,24.2349025081207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,">>DiffResult",9.65173890184741,2.46234402625053,14.3880948992415,0,0,14.3880948992415,0.00477251143652347,0.0684108529757044,0.718695904891514,0.062148416069136,0.0145271062659207,0.289176352820447,0.990365950696674,1,0.327202043423633,0.0937639948324347,0.979428207412058,0.0167539515594473,"YES"
"CLU-N354-H5N3F3",11561157.03,14958562.36,3021812.095,8560978.313,,,,2840502.938,7680983.992,,13616099.24,,8022708.418,,,6208014.395,16403087.13,5568574.626,7231372.343,,15149037.04,,8359197.569,,15711463.56,3530656.245,14384039.93,2894025.417,7255139.441,7581693.26,8662078.98,15276279.38,,6425807.21,,5927028.113,11164870.69,,,3571144.922,,,,2297114.391,1206336.247,,12508488.18,9751970.96,,15605751.39,2428038.184,1444160.309,,,13341085.26,">>NormaExpression",23.4627825776611,23.8344682877707,21.5269829991004,23.0293444090809,0,0,0,21.4377154724197,22.8728599000563,0,23.6988102273247,0,22.9356581132101,0,0,22.5657007045333,23.9674641138371,22.4088769202112,22.7858382312977,0,23.8527228500561,0,22.9949332011096,0,23.9053143333839,21.7515053408775,23.7779656953923,21.4646466603372,22.79057211078,22.8540888487719,23.0462820626967,23.8647899686721,0,22.6154464909036,0,22.4988777132271,23.4124633355901,0,0,21.7679556549829,0,0,0,21.1313918987619,20.2022018567929,0,23.576404210378,23.2172625470843,0,23.895574578864,21.2113602734986,20.4618004657714,0,0,23.6693728028565,">>DiffResult",13.7263250978252,18.3391749040708,13.7205815226073,8.26671875111095,13.6031774878453,10.0724561529599,0.596903922664168,0.902422005811438,0.999999999999369,0.890128003479813,0.999999931312711,0.868793184011106,0.487179801040098,0.909164761135181,0.828646619932428,0.99999985220133,0.880914842583576,0.656425856626916,"NO"
"CLU-N354-H5N3F3+204.06",,,3767467.099,2149501.14,11642896.93,3138161.938,,,,2365412.411,,,,,,,,,,,2155491.148,,,,,,4458941.461,,,,,,,,,,,,3869208.632,,8571864.281,10097453.4,,238430.8846,1853657.665,,,,,,,,,,,">>NormaExpression",0,0,21.8451638651926,21.0355711159635,23.4729468555239,21.5814888304071,0,0,0,21.173660919433,0,0,0,0,0,0,0,0,0,0,21.0395858764186,0,0,0,0,0,22.0882701522984,0,0,0,0,0,0,0,0,0,0,0,21.8836074647773,0,23.0311777455215,23.2674882950713,0,17.8632176493245,20.8219441780943,0,0,0,0,0,0,0,0,0,0,">>DiffResult",5.455441579326,4.3127856028717,2.18836074647773,16.9967655736023,0,16.9967655736023,0.00746324059357749,0.0145009880539086,0.83965511202667,0.977319201371966,0.974717895862816,0.0509513045329153,0.0498268353339755,0.00352971726031526,0.996262962590298,0.430071728513756,0.763163952982521,0.0239684842139892,"YES"
"CLU-N354-H5N3S1F1",3108596.461,,,,,2956770.264,,,,,,,,,,1441745.915,,2035527.787,4466779.361,,,,,,,,,,,,,2268229.903,,,,,,,,,3812039.749,3049952.047,3754244.801,1171266.617,,,,,,,,,,,,">>NormaExpression",21.5678323804007,0,0,0,0,21.4955912101254,0,0,0,0,0,0,0,0,0,20.4593865046937,0,20.9569721939308,22.090803886001,0,0,0,0,0,0,0,0,0,0,0,0,21.113136081587,0,0,0,0,0,0,0,0,21.8621321104152,21.5403556023664,21.8400916798751,20.1596393169033,0,0,0,0,0,0,0,0,0,0,0,">>DiffResult",5.32852930875758,0,2.1113136081587,17.080443741912,0,17.080443741912,0.000349165404244032,0.00266761825061945,0.761968154573472,0.961678536611799,0.9616785366118,0.0131027707310329,0.000469841196381937,0.000469841196381937,0.302127759600869,0.30212775960087,1,0.00234582964115674,"YES"
"CLU-N354-H5N4F1",31629388.64,44597088.78,58233535.86,26627548.48,39602893.88,48215126.71,31643870.86,26778968.86,36037942.52,41834653.5,19049716.14,8910930.618,15063030.61,26234517.5,39365569.42,65189542.31,45110914.34,15253095.43,27496587.71,11132212.35,48142814.67,39756247.37,25815393.94,22848877.32,41025262.79,8916874.721,38181698.11,198305477.7,44674055.09,25131740.11,26612795.66,45905423.53,13221936.63,26091845.9,9901336.974,26490280.8,22132879.23,4046073.797,31358119.8,21736762.07,55017462.48,51507089.47,58505369.68,47584101.06,24494101.08,3837309.85,15142591.48,21456753.73,,15427371.78,16464137.82,28585819.74,13076631.88,9706374.961,13550808.03,">>NormaExpression",24.9147623802995,25.4104462331699,25.7953469088717,24.6664163283693,25.239102556041,25.5229825336553,24.9154227991508,24.6745971279935,25.10301335133,25.3181951845578,24.183266240211,23.087144839501,23.8445088225717,24.6449629756698,25.230431047711,25.9581372325842,25.4269732241123,23.8625988085753,24.7127493098875,23.4082371276557,25.5208171856325,25.2446782864698,24.6217283337275,24.4456200075302,25.2900092744234,23.0881068790918,25.1863779692328,27.5631492953854,25.4129339113594,24.5830072878276,24.6656167910883,25.4521613076137,23.6564302786028,24.6370957325204,23.2391920599738,24.6589598551935,24.3996878705766,21.9480915595772,24.9023357697822,24.3736337816443,25.7133862915214,25.6182677116877,25.8020657316042,25.5039763110592,24.5459310695912,21.8716642077568,23.8521088865666,24.3549285534941,0,23.878989061831,23.9728237159196,24.7687963769261,23.6404877713561,23.2105013110012,23.691875652228,">>DiffResult",24.7959647515959,25.095642843068,24.1933205006573,25.4367254230927,21.324217553708,4.1125078693848,0.0601822469648799,0.958057236022982,0.989537571119796,0.972538601836653,0.307295595995074,0.99501269016971,0.999705432955796,0.169354832618475,0.999304658752685,0.0651954909922756,0.0941719253922584,0.119105711462706,"NO"
"CLU-N354-H5N4F1+163.08",,,,,,41102013.47,,,,,,,,,,,,,,,,,63526102.48,,64739135.61,,,,36618748,,,,,,,16101809.48,,,33897012.38,18016368.68,43734197.71,,,53644007.53,33435938.36,,12613975.6,41500993.46,35917987.64,,,,,17770564.75,,">>NormaExpression",0,0,0,0,0,25.2927057684508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9208461950379,0,25.9481347894624,0,0,0,25.126079169647,0,0,0,0,0,0,23.940719577624,0,0,25.0146548292641,24.1028049998746,25.3822585254894,0,0,25.6769137103704,24.9948963136367,0,23.5885198262136,25.3066425714017,25.0982032275327,0,0,0,0,24.0829862764575,0,">>DiffResult",1.26463528842254,7.69950601541474,7.30581794067626,15.2108137098993,9.80763519016056,13.9461784214768,0.0604086035901534,0.641879333746486,0.571431846145918,0.999988149156717,0.983180375003335,0.0729512323392919,0.684459851337341,0.877998431732425,0.510122999896056,0.231184686534339,0.991166201508418,0.119105711462706,"NO"
"CLU-N354-H5N4F1+174.05",,,,,,,,,,,,,,8799773.753,,35332488.63,,8379369.439,,,23051148.13,35624673.32,,25247586.17,,,50642409.03,83964402.95,,,,,,,,,,,11145156.98,10025476.29,,,,,,18181448.25,16713892.32,45741527.35,16133032.62,,,37082341.01,17957483.42,,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,0,23.0690351650186,0,25.0744920735111,0,22.9984104243882,0,0,24.4583353368978,25.0863734893498,0,24.5896421849788,0,0,25.5938427272636,26.3232745024733,0,0,0,0,0,0,0,0,0,0,23.4099137308179,23.2571675859316,0,0,0,0,0,24.1159638660788,23.9945444969051,25.4470012351673,23.9435144094021,0,0,25.1442290273636,24.0980819280446,0,0,">>DiffResult",3.55709688314589,12.6051468240963,4.66670813167495,0,14.6743334962961,14.6743334962961,0.0161410678087862,0.921746004155624,0.998659361568988,0.432429759231601,0.209481938108082,0.958049574248069,0.186537257738154,0.0870337764677426,0.174782881346622,0.0566147437606404,0.991424533644256,0.0442191634892241,"YES"
"CLU-N354-H5N4F2",144212813.3,298566481.1,279244656.8,123550203,304718587.8,217918281.4,83335539.43,161373731.7,127434595.2,155821214.8,234206925.2,68775232.62,162991843.4,90884366.02,281443984.9,192810030,258417666,39541206.31,201727340.8,78448573.57,219726453.4,145604199,216813031.6,155648258.1,217837742.1,86543420.25,186948660,197152956.5,170206264.3,74253592.89,100606270.5,118574001.2,76846728.78,108452940.3,165523957,168908994.1,139903144.1,38766394.3,206404254.4,215426248.3,223802042.2,202647663.4,200498679.7,117171619.5,74176976.06,18097375.64,75867223.84,126520690.4,44287043.18,98809312.34,121563710.8,95392411.2,73637985.65,84984606.02,118079173,">>NormaExpression",27.1036241227462,28.1534769727217,28.0569544400253,26.8805221518744,28.1829022707793,27.6992119964952,26.3124285627681,27.2658305249049,26.9251817556137,27.2153164356669,27.8032085003805,26.0353857993978,27.2802245374323,26.4375288226317,28.068272579076,27.5226048692638,27.9451294638908,25.2368535856974,27.5878313968719,26.2252438975174,27.7111333354331,27.1174767302384,27.6918762385872,27.2137141996911,27.6986786996813,26.366920818977,27.4780668971814,27.5547401116374,27.3427089027672,26.1459575185667,26.5841450004246,26.8212124872914,26.1954805314072,26.6924939392772,27.3024648074683,27.3316709187397,27.0598531545477,25.2083032562882,27.620897473955,27.6826188094809,27.7376479665528,27.5943983069092,27.5790175027425,26.8040479438608,26.1444681389895,24.1092772464503,26.176973430314,26.9147981040111,25.4003813758362,26.5581436946469,26.8571373906816,26.507371178694,26.133946846443,26.3406982185564,26.8151792935513,">>DiffResult",27.1968866342878,27.2321273452761,26.849914037888,27.171915971811,26.1813906779185,1.05073666735758,0.0117757492336383,0.936399257262293,0.761343240109793,0.79108388207301,0.294064074005401,0.9999955640236,0.999896731148958,0.135918169728607,0.999951365791635,0.00939719257655269,0.0251758511776108,0.0350276103158351,"YES"
"CLU-N354-H5N4F2+163.09",,,,,,,56869220.04,,,,,7598774.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27247308.01,,,,40170380.97,108642797.7,65127550.79,87419293.35,,97549238.2,">>NormaExpression",0,0,0,0,0,0,25.7611447074778,0,0,0,0,22.8573355124447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6996104181513,0,0,0,25.2596288438823,26.6950173089139,25.9567646595513,26.3814483969237,0,26.5396272853117,">>DiffResult",2.43092401099613,0,0,0,15.5532096912734,15.5532096912734,3.29202190103554e-05,1,0.911133308051623,1,0.000166646207908072,0.963220362268113,1,0.0027516079562222,0.911133308051621,0.000250790241158594,0.000166646207908072,0.000392691183909239,"YES"
"CLU-N354-H5N4F2+174.05",,,,,,,,28256279.5,,,28867413.73,,46770347.26,34242314.33,,92362298.5,103931470.1,34926599.11,23297707.64,,,108998590.6,,97331818.74,,,84244026.19,,55985234.94,,39814577.33,37121065.41,,23951692.74,,14012149.92,30981621.57,,64940177.73,79370514.57,,,,,,77693013.42,84065872.45,156643765.3,33393638.77,,,84842581.46,116001827.5,,,">>NormaExpression",0,0,0,0,0,0,0,24.7520682340104,0,0,24.7829385745836,0,25.479090835562,25.0292769185843,0,26.4608007558592,26.6310573365847,25.0578228762781,24.4736847351312,0,0,26.6997342527725,0,26.5364081925114,0,0,26.3280710686209,0,25.7385430834451,0,25.2467934425538,25.1457348208602,0,24.5136243437178,0,23.7401750963139,24.8849093671638,0,25.9526080194627,26.2420998410916,0,0,0,0,0,26.2112815522308,26.3250169213339,27.2229121173363,24.993070014035,0,0,26.3382851988652,26.7895723053749,0,0,">>DiffResult",10.1333370133297,10.530275659735,17.5725944931164,0,15.7880138109176,17.5725944931164,0.103917581188645,0.0899612366392197,0.539701764582879,0.713126436744391,0.997632790597823,0.486568690731845,0.538816079733473,0.15669772320825,0.999989191273976,0.766303220915404,0.877870180706514,0.176826277160882,"NO"
"CLU-N354-H5N4F2+202.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8966432.114,9240630.368,14793618.35,7379721.378,,,14296107.15,,9426223.349,,">>NormaExpression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.096102758243,23.1395599967625,23.8184717240517,22.8151351130602,0,0,23.769119117727,0,23.1682485879719,0,">>DiffResult",0,0,0,0,13.9806637297816,13.9806637297816,3.01165836962561e-08,1,1,1,1.38267278360082e-06,1,1,7.11045116258413e-05,1,4.62018159286259e-08,1.38267278360082e-06,1.46167865682793e-06,"YES"
"CLU-N354-H5N4F3",693051951.1,645867771.4,410072014.7,419570571.4,846394373.2,526816706,175262409.4,780433966.7,247378221.5,496300593.7,301288269.9,288902717.3,360814771.8,479739713.8,624953860.2,1037582012,841982177.8,327918112.3,466981530.1,7916936.211,197397498.3,343701142.6,668896414.9,311510047,691174500.6,204963864.4,552252656,367690087.9,414039631.1,398277880.3,650187160.4,606836303.7,405736116.5,649044873,387272067.2,588178322.9,423185483.4,163743838.3,395175507.8,409113168.3,613695556.4,736115755.1,703431976,508512106.7,247291150.6,188545005.1,46882886.08,342282803.5,245114710,235022290.2,430661311.6,81920718.61,366649515.8,271618930.5,462750828.1,">>NormaExpression",29.3683882618622,29.2666635933232,28.611302053146,28.6443382536456,29.6567547973014,28.9727258577758,27.3849413647534,29.5397013304414,27.8821432599219,28.886638942467,28.1665692692574,28.1060085374545,28.4266831670076,28.8376766357309,29.2191744421936,29.9505782290696,29.6492144569643,28.2887603535604,28.7987902522515,22.9165109787822,27.5565284724477,28.3565794111097,29.3172075740945,28.2147034583545,29.3644747545317,27.6107943478381,29.0407532137958,28.4539150482658,28.6251936289915,28.5692001197328,29.2762798279426,29.1767321582037,28.5959664920569,29.2737429865671,28.5287722105749,29.1316783767509,28.6567149018077,27.2868653867961,28.5579182970446,28.6079247372391,29.1929478988067,29.4553574107346,29.3898356783822,28.9217068842353,27.8816353782397,27.4903336981217,25.4825580788469,28.3506135755901,27.8688818318383,27.8082223579255,28.6819784875382,26.2877250525624,28.4498263971799,28.0170087962269,28.7856603340405,">>DiffResult",28.5286782018455,28.5109350029162,28.7092595374984,28.9682966500797,27.722280860987,1.24601578909267,0.199931106688936,0.99252605231383,0.992920910640643,0.994157011427647,0.273599007797214,0.928457902577861,0.940028719106652,0.245710443219338,0.999999278282725,0.329821093883979,0.497755915262884,0.286377967546469,"NO"
"CLU-N354-H5N4F4",298097692.2,157548349.2,168663331.7,227020900,132913481.5,262046500.7,37699902.12,142792059.3,241725123.8,101203427.1,177912155.1,53814659.42,460740602.7,118779568.1,311384727.8,168551734.2,508906882,109145853,142036313.9,70767132.75,205861585.3,150598777.8,173418982.6,147837507.4,305980385,107625031.5,239005760.4,42209148.96,185251551.8,128437461.1,230358204.1,139578315.8,43920297.17,380594385.7,180774104.8,253850003.4,148638368.4,34960324.34,253629118.3,196137749.3,63513582.64,65400348.71,37347531.81,80851835.21,70436522.64,101744375.3,60092195.14,211184433.9,83113856.53,93249486.56,180036994.8,18935510.87,137644511.3,63652169.05,220468147,">>NormaExpression",28.1512099703159,27.2312194060552,27.3295711258385,27.758249886487,26.9859122154761,27.965247608339,25.1680574803189,27.0893405221895,27.8487921930651,26.5926829188851,27.4065898472533,25.6814959156926,28.7793795030696,26.8237114631419,28.214122951349,27.3286162386996,28.9228264630939,26.7016820884451,27.0816845946601,26.0765761518526,27.6170994077928,27.1661348303947,27.3696865933363,27.139437106509,28.1888639351297,26.681438432378,27.8324701548908,25.3310524397085,27.4649103945178,26.9364908221753,27.7793037451298,27.0564995983914,25.3883845128834,28.5036790428869,27.429612799079,27.9194010441728,27.1472313392943,25.0592152748001,27.918145150704,27.5472919944206,25.9205618380539,25.962795014362,25.1545096054766,26.2687772030432,26.0698203716331,26.6003738139509,25.8406743120342,27.6539282655751,26.3085857010516,26.4745924614649,27.4237181555035,24.1745910852928,27.0363718518846,25.9237063639942,27.7159949974587,">>DiffResult",27.2568484272114,27.1727584116833,27.1748764501762,25.8752928065138,26.5152537008211,1.38155562069764,0.0291911360420124,0.105063266221092,0.999424385802195,0.999999999852014,0.530020856360701,0.039946968036066,0.106000178805721,0.73112682143941,0.999363384682557,0.26978329642595,0.533169698805778,0.0690778097836285,"NO"
"CLU-N354-H5N4F4+162.05",79792351.37,40100300.82,,113940671.2,26282799.91,24892120.47,,,48433742.3,50358112.85,,,14910671.92,25186647.95,68243228.68,20025480.65,31303678.46,27131463.96,,,47456028.56,23828213.39,,11268229.57,23146855.98,,,,53441770.67,27009322.44,,45194726.05,,,,14569395.57,,,,,,,,,,,,,29654833.86,,22701902.39,15536865.52,24990744.76,,,">>NormaExpression",26.2497471434086,25.2571097595595,0,26.7637075817133,24.6476156934352,24.5691858557125,0,0,25.5295091730699,25.5857209125145,0,0,23.8298420322581,24.5861558504037,26.0241825894882,24.2553336067561,24.8998289068873,24.6934636120697,0,0,25.5000880657608,24.5061675088488,0,23.4257576536966,24.4643129731524,0,0,0,25.6714645001888,24.6869541662583,0,25.4296511248481,0,0,0,23.7964377898297,0,0,0,0,0,0,0,0,0,0,0,0,24.8217640020318,0,24.4363099263178,23.8891922341161,24.5748906183853,0,0,">>DiffResult",16.3445701358638,14.8254744867906,4.92260889146778,0,9.77221567808509,16.3445701358638,0.0219629629621964,0.937172482275636,0.0986679337550933,0.328270838981322,0.882778960007737,0.0522317311115557,0.153070273161959,0.54539975421763,0.997116340488196,0.592856936200823,0.866473994573669,0.0556935004399297,"NO"
"CLU-N354-H5N4F5",31786753.52,66395566.12,19542157.15,47398733.18,28554973.75,43665481.6,,35160471.27,34266934.92,42030135.94,73460383.73,9765708.149,129224902.1,59991371.86,70293101.67,29878969.43,102011768.7,57574307.22,65215163.18,5080062.002,21325239.5,32335028.67,23356759.13,29454736.13,70705630.65,13762489.4,27291479.99,7337731.523,26959872.06,34033921.51,51823566.75,38673332.36,7319325.194,101228641.6,27428751.63,57448923.01,52585243.76,12563891.94,51088438.66,42391247.42,17872854.51,5443754.259,3312228.181,20492466.61,6195966.196,16496896.38,40379209.32,45101712.92,15429606.02,18991255.13,35787781.13,8915809.984,24835427.81,24280991.65,31814397.84,">>NormaExpression",24.9219223866665,25.9845835879,24.2200864652114,25.4983451955582,24.76723877309,25.3799899494473,0,25.0674511128786,25.0303138589676,25.3249208212091,26.1304631160476,23.2192933803178,26.9453088795706,25.8382517111496,26.0668797997118,24.8326271007883,26.6041603731411,25.7789218357343,25.95870413087,22.2764149584691,24.3460586761514,24.9465945983871,24.4773368327553,24.8119963418789,26.0753217933898,23.7142382216522,24.7019473497344,22.8069028853613,24.6843103678478,25.0204700999577,25.627105004277,25.204835783809,22.8032794116425,26.5930423168221,24.7091856788355,25.7757765363697,25.6481547052145,23.5827802188097,25.6064935379183,25.337263118522,24.0912668134766,22.3761707767679,21.6593710691098,24.288590381814,22.5628980752507,23.9756913822959,25.2671093609493,25.4266789229007,23.8791979822759,24.1788319963755,25.0929638028472,23.0879346009806,24.5658963208606,24.5333240669402,24.9231765251145,">>DiffResult",23.9922938718365,24.5585177167116,25.088791631222,22.9956594232838,24.493080496154,2.09313220793824,0.852159131404588,0.828399559910059,0.934816718611789,0.997438283132767,0.995976496058427,0.981425311150868,0.933051108574106,0.942200683071078,0.994241248205018,0.996413790316617,0.999999373688687,0.870020982193854,"NO"
"CLU-N354-H5N4S1F1",7415457.302,9953224.385,13406721.83,5027861.576,31227470.53,21104142.79,3891115.409,10298754.75,36266231.85,35774224.89,17957170.43,,3970237.146,6792893.147,23399858.15,43657516.97,5953133.935,10055911.39,40825308.48,,10768835.26,,19923606.85,8845797.093,5165498.213,6747457.902,3342170.741,3362547.963,12690448.98,9563585.172,4112433.648,,,6102490.381,3074081.658,,21761509.09,,3784922.036,3208827.852,8931858.088,,8704828.716,3315867.483,3720857.027,,,1590823.455,,5397553.409,15815802.29,6872932.134,7035485.118,6793893.233,7105431.22,">>NormaExpression",22.8221044285031,23.2467326822077,23.6764532888725,22.2615137871747,24.8963124241302,24.331022963539,21.891752710821,23.295966712131,25.1121235575516,25.092417213365,24.0980567823702,0,21.9207941161757,22.695594942311,24.4799965100797,25.3797267763506,22.505218164488,23.2615406499634,25.2829604865219,0,23.3603590169126,0,24.2479755845091,23.0765608821517,22.3004763525513,22.6859128537527,21.6723544390258,21.6811238446256,23.5972398896084,23.189120273556,21.9715613220309,0,0,22.5409669217071,21.551724527028,0,24.3752753367815,0,21.8518325335484,21.613615412557,23.090529060224,0,23.0533846454561,21.6609553558061,21.8272039133889,0,0,20.6013432146262,0,22.3638744504527,23.914863496897,22.712494492937,22.7462186794666,22.6958073279131,22.760490979902,">>DiffResult",21.3125144098278,20.5811123136693,13.3904976053653,17.926414594975,15.7795092642195,7.92201680446251,0.187441845334911,0.89368177687351,0.183867736265025,0.409682354805113,0.976894415389929,0.945983441661062,0.983874951596029,0.992764946985096,0.999581824617097,0.528792791589503,0.766414031369072,0.274585861148509,"NO"
"CLU-N354-H5N4S1F2",,5419904.167,4773764.113,5811022.249,29013789.05,2585829.985,,8898321.25,14080082.08,4597864.244,15823845.11,888157.5132,7266505.866,7866580.261,15770323.98,26100282.12,17123703.57,6047664.119,52820253.09,,2996432.266,,2716405.564,,7437719.984,,,,,11495279.21,8414083.775,19366633.72,5725482.914,15846448.35,26650342.76,11805041.23,23477202.96,,17949231.55,8183599.659,5300190.878,2364290.27,4639081.088,1058802.91,845494.7809,1115347.079,,2292722.062,,,9776913.939,,2922533.261,1413360.635,2500647.143,">>NormaExpression",0,22.3698361780443,22.186696151528,22.4703607959965,24.790235430247,21.302196550168,0,23.0851019155406,23.7471525108821,22.1325327529397,23.9155969649978,19.7604576575427,22.7928305719562,22.9073053601537,23.9107090543465,24.6375621205701,24.0294915147006,22.5279468238742,25.6545879057677,0,21.5148148131197,0,21.3732679929312,0,22.8264291975443,0,0,0,0,23.4545382979623,23.0043749231875,24.2070699472922,22.448966203289,23.9176562819268,24.6676508064886,23.4928998667186,24.4847572637481,0,24.0974188246956,22.9643043159058,22.3376131585148,21.1729763492979,22.1454079440531,20.0140039969309,19.689438029912,20.0890625875234,0,21.1286306716444,0,0,23.220947870458,0,21.4787885069588,20.4306992227302,21.2538706448118,">>DiffResult",19.6110300129628,8.91690503015576,21.3285098433252,21.0718878957417,12.7601999504127,12.4116048131695,0.0103625627062363,0.999998387128764,0.988468365375342,0.0301903655279113,0.239466060627295,0.997679287205764,0.125851799288992,0.469107837450568,0.0314122819240418,0.314410589355454,0.880457885629727,0.0317116120512834,"YES"
"CLU-N354-H5N5F4",,,,,3144084.925,,,,,,,,,23229043.4,15578162.25,,,,4026640.561,3869583.523,,5365349.509,4979169.563,5482784.327,11267263.87,5138938.95,2936649.291,,8044069.339,,,,,9906875.732,2252520.008,,2037440.792,,,,4970548.687,,,,1037101.817,5930234.662,,1337562.687,,,,,4516859.145,3260531.875,,">>NormaExpression",0,0,0,0,21.5842092149988,0,0,0,0,0,0,0,0,24.4694264697686,23.8930218060625,0,0,0,21.9411456231367,21.8837472419508,0,22.3552409921379,22.2474740055314,22.3864775567769,23.4256340078149,22.2930393632568,21.4857400428592,0,22.9394942662438,0,0,0,0,23.2399988705851,21.1031091306332,0,20.9583274126716,0,0,0,22.2449739758114,0,0,0,19.9841274974415,22.4996580065817,0,20.3511761552167,0,0,0,0,22.1068888137973,21.6366763354048,0,">>DiffResult",5.68857751779587,15.7133100234621,6.53014354138898,8.44582029465058,8.65943993110005,10.0247325056662,0.193896833593995,0.997404473373598,0.999600301077499,0.316363705690443,0.991483988450787,0.985182121480268,0.724850403059212,0.999999576666804,0.124109683369904,0.950864910456411,0.579433489101781,0.280179726169815,"NO"
